pickup_datetime,Actual,Forecast
2023-03-09 06:00:00,2,-0.3671599044304792
2023-03-09 07:00:00,6,-0.4652518612993155
2023-03-09 08:00:00,6,-0.25992699013561704
2023-03-09 09:00:00,14,0.03914424382977755
2023-03-09 10:00:00,4,0.42915130689662445
2023-03-09 11:00:00,4,0.7814037327039229
2023-03-09 12:00:00,10,1.0022040232951395
2023-03-09 13:00:00,7,1.0317689985615586
2023-03-09 14:00:00,1,0.8771271739463666
2023-03-09 15:00:00,1,0.5926269679536503
2023-03-09 16:00:00,2,0.2661678528073039
2023-03-09 17:00:00,3,-0.00858181890691695
2023-03-09 18:00:00,3,-0.15788849324622822
2023-03-09 19:00:00,1,-0.14787272141891183
2023-03-09 20:00:00,3,0.008680412901297008
2023-03-09 21:00:00,0,0.2587755841181887
2023-03-09 22:00:00,1,0.5265926295319809
2023-03-09 23:00:00,0,0.7361049122460683
2023-03-10 00:00:00,1,0.8323649861487655
2023-03-10 01:00:00,0,0.795550146970898
2023-03-10 02:00:00,0,0.6443057827274096
2023-03-10 03:00:00,0,0.42811601118402326
2023-03-10 04:00:00,0,0.21152772326598945
2023-03-10 05:00:00,2,0.055150448958862563
2023-03-10 06:00:00,0,-0.0010504221596389363
2023-03-10 07:00:00,3,0.05236204768673988
2023-03-10 08:00:00,8,0.193571569400351
2023-03-10 09:00:00,9,0.37757152125024535
2023-03-10 10:00:00,9,0.5502089467994714
2023-03-10 11:00:00,2,0.6639060534727792
2023-03-10 12:00:00,6,0.6905563425088272
2023-03-10 13:00:00,7,0.628165258845302
2023-03-10 14:00:00,8,0.49977020764117974
2023-03-10 15:00:00,2,0.34542631882319147
2023-03-10 16:00:00,2,0.20993467932981386
2023-03-10 17:00:00,2,0.13001277804152303
2023-03-10 18:00:00,4,0.12453086280206274
2023-03-10 19:00:00,1,0.19035300401292615
2023-03-10 20:00:00,1,0.3045946493117319
2023-03-10 21:00:00,0,0.4322626985734348
2023-03-10 22:00:00,2,0.536803375156257
2023-03-10 23:00:00,0,0.5904250243546787
2023-03-11 00:00:00,2,0.5813224410854799
2023-03-11 01:00:00,0,0.5159762774603758
2023-03-11 02:00:00,0,0.41619325677967306
2023-03-11 03:00:00,0,0.3120450014386452
2023-03-11 04:00:00,1,0.23293790605027162
2023-03-11 05:00:00,1,0.199429243142989
2023-03-11 06:00:00,1,0.21803191000936403
2023-03-11 07:00:00,4,0.2802735780502653
2023-03-11 08:00:00,5,0.3660065586152001
2023-03-11 09:00:00,6,0.44977591075436174
2023-03-11 10:00:00,2,0.5082726576132865
2023-03-11 11:00:00,1,0.5267192165177246
2023-03-11 12:00:00,1,0.5024678744185109
2023-03-11 13:00:00,3,0.4449805504904185
2023-03-11 14:00:00,3,0.37242249511186204
2023-03-11 15:00:00,1,0.30603513841718677
2023-03-11 16:00:00,0,0.2640014333105106
2023-03-11 17:00:00,1,0.25655152665638375
2023-03-11 18:00:00,1,0.28360000993119727
2023-03-11 19:00:00,1,0.33541686624573197
2023-03-11 20:00:00,1,0.39595414248557
2023-03-11 21:00:00,1,0.44773121875707933
2023-03-11 22:00:00,3,0.4768143917912022
2023-03-11 23:00:00,0,0.4764919562886221
2023-03-12 00:00:00,0,0.44869860890090063
2023-03-12 01:00:00,0,0.4029319140309787
2023-03-12 02:00:00,0,0.35312123364876763
2023-03-12 03:00:00,0,0.31345338528486644
2023-03-12 04:00:00,0,0.29438812491074684
2023-03-12 05:00:00,0,0.2999661056148313
2023-03-12 06:00:00,0,0.3270812636194963
2023-03-12 07:00:00,4,0.3667979402180249
2023-03-12 08:00:00,1,0.40721605271092526
2023-03-12 09:00:00,0,0.43698575906066217
2023-03-12 10:00:00,2,0.4484477461938141
2023-03-12 11:00:00,3,0.43954421681420064
2023-03-12 12:00:00,0,0.41404313878354904
2023-03-12 13:00:00,2,0.3801188322940083
2023-03-12 14:00:00,6,0.3477890369267559
2023-03-12 15:00:00,2,0.3259970966090324
2023-03-12 16:00:00,2,0.3201777005614788
2023-03-12 17:00:00,3,0.3309567648813137
2023-03-12 18:00:00,2,0.3542779863354001
2023-03-12 19:00:00,2,0.38283117862398514
2023-03-12 20:00:00,2,0.40830119777995505
2023-03-12 21:00:00,1,0.4237569098308559
2023-03-12 22:00:00,4,0.4255031690904488
2023-03-12 23:00:00,1,0.41391145096998533
2023-03-13 00:00:00,1,0.3930608580643601
2023-03-13 01:00:00,0,0.36936453893541904
2023-03-13 02:00:00,0,0.3496293820420309
2023-03-13 03:00:00,0,0.33912728004941856
2023-03-13 04:00:00,0,0.34021674895257337
2023-03-13 05:00:00,4,0.35186594404554805
2023-03-13 06:00:00,3,0.37015395449552796
2023-03-13 07:00:00,6,0.38954878952512595
2023-03-13 08:00:00,6,0.4045558561178825
2023-03-13 09:00:00,6,0.4112525728740425
2023-03-13 10:00:00,7,0.408286996699095
2023-03-13 11:00:00,3,0.39709474474342216
2023-03-13 12:00:00,5,0.38132256713652046
2023-03-13 13:00:00,4,0.36566957386227394
2023-03-13 14:00:00,5,0.3545067787360107
2023-03-13 15:00:00,0,0.35067501002934826
2023-03-13 16:00:00,6,0.3547862505589345
2023-03-13 17:00:00,2,0.36519225967560626
2023-03-13 18:00:00,1,0.37858739817251713
2023-03-13 19:00:00,1,0.39103725141270923
2023-03-13 20:00:00,2,0.3991186132099274
2023-03-13 21:00:00,1,0.40084496641185924
2023-03-13 22:00:00,3,0.39613203770850913
2023-03-13 23:00:00,2,0.3867020500783722
2023-03-14 00:00:00,0,0.37548866399556935
2023-03-14 01:00:00,0,0.36574037848999424
2023-03-14 02:00:00,0,0.36009210518368157
2023-03-14 03:00:00,0,0.3598666130524144
2023-03-14 04:00:00,3,0.3647868263903813
2023-03-14 05:00:00,1,0.37315368133487936
2023-03-14 06:00:00,3,0.3824105877775043
2023-03-14 07:00:00,5,0.38991235381528394
2023-03-14 08:00:00,4,0.3936706623247991
2023-03-14 09:00:00,11,0.3928690441056559
2023-03-14 10:00:00,2,0.3880177567912711
2023-03-14 11:00:00,10,0.38072783382622066
2023-03-14 12:00:00,2,0.37319139507164306
2023-03-14 13:00:00,2,0.36753201281627085
2023-03-14 14:00:00,2,0.3652150011857197
2023-03-14 15:00:00,5,0.36667882532564855
2023-03-14 16:00:00,1,0.3712768633753816
2023-03-14 17:00:00,0,0.3775263444267682
2023-03-14 18:00:00,2,0.3835755609880843
2023-03-14 19:00:00,2,0.3877449747054582
2023-03-14 20:00:00,2,0.38898622100712615
2023-03-14 21:00:00,0,0.3871357687737275
2023-03-14 22:00:00,7,0.3829051613174304
2023-03-14 23:00:00,2,0.3776270917579405
2023-03-15 00:00:00,0,0.3728436567500153
2023-03-15 01:00:00,0,0.36986186270210497
2023-03-15 02:00:00,0,0.3694027733963042
2023-03-15 03:00:00,0,0.37143656643496636
2023-03-15 04:00:00,1,0.37523797552040317
2023-03-15 05:00:00,2,0.37963278614857426
2023-03-15 06:00:00,0,0.3833544503286866
2023-03-15 07:00:00,3,0.38540415991647065
2023-03-15 08:00:00,6,0.3853134411081834
2023-03-15 09:00:00,11,0.3832419310687284
2023-03-15 10:00:00,2,0.3798933248105557
2023-03-15 11:00:00,2,0.37628440935058766
2023-03-15 12:00:00,2,0.37344100670800634
2023-03-15 13:00:00,5,0.3721104619743545
2023-03-15 14:00:00,2,0.3725700621163949
2023-03-15 15:00:00,4,0.37457895764925925
2023-03-15 16:00:00,3,0.37747803435504423
2023-03-15 17:00:00,4,0.38040051835423516
2023-03-15 18:00:00,4,0.3825274577241276
2023-03-15 19:00:00,2,0.38331380184380726
2023-03-15 20:00:00,2,0.3826236833477291
2023-03-15 21:00:00,0,0.38074275670357305
2023-03-15 22:00:00,0,0.37827185382013256
2023-03-15 23:00:00,1,0.37593914811374984
2023-03-16 00:00:00,0,0.3743884805757666
2023-03-16 01:00:00,1,0.37400455300916885
2023-03-16 02:00:00,0,0.37482157322765625
2023-03-16 03:00:00,0,0.3765356715528279
2023-03-16 04:00:00,2,0.37861110625254235
2023-03-16 05:00:00,0,0.38044466687007955
2023-03-16 06:00:00,1,0.3815386376453559
2023-03-16 07:00:00,5,0.3816334023758174
2023-03-16 08:00:00,3,0.3807651297349802
2023-03-16 09:00:00,5,0.37923710260788085
2023-03-16 10:00:00,3,0.37751812805408824
2023-03-16 11:00:00,7,0.3761010188480951
2023-03-16 12:00:00,9,0.37536323701396695
2023-03-16 13:00:00,4,0.37546854483827063
2023-03-16 14:00:00,4,0.37633460151052267
2023-03-16 15:00:00,3,0.3776714328068104
2023-03-16 16:00:00,0,0.37907556738984954
2023-03-16 17:00:00,3,0.38015001595250886
2023-03-16 18:00:00,2,0.380614911348837
2023-03-16 19:00:00,2,0.3803784470125652
2023-03-16 20:00:00,1,0.3795507609527226
2023-03-16 21:00:00,0,0.3784004604758956
2023-03-16 22:00:00,0,0.3772695465692562
2023-03-16 23:00:00,1,0.37647314491790107
2023-03-17 00:00:00,1,0.37621304404072575
2023-03-17 01:00:00,0,0.3765283597790651
2023-03-17 02:00:00,0,0.3772947975783517
2023-03-17 03:00:00,0,0.3782696705604738
2023-03-17 04:00:00,0,0.37916721074203624
2023-03-17 05:00:00,2,0.37974120700224373
2023-03-17 06:00:00,2,0.3798513945460448
2023-03-17 07:00:00,2,0.3794960444636439
2023-03-17 08:00:00,1,0.3788037575049555
2023-03-17 09:00:00,4,0.37798931650013406
2023-03-17 10:00:00,6,0.3772882009517284
2023-03-17 11:00:00,3,0.37688941996367087
2023-03-17 12:00:00,1,0.3768855571128211
2023-03-17 13:00:00,5,0.3772529211807432
2023-03-17 14:00:00,6,0.3778654665983437
2023-03-17 15:00:00,6,0.3785364714976035
2023-03-17 16:00:00,2,0.3790745739625531
2023-03-17 17:00:00,3,0.3793375912594179
2023-03-17 18:00:00,0,0.3792692066776261
2023-03-17 19:00:00,1,0.3789093365085407
2023-03-17 20:00:00,3,0.3783769282346724
2023-03-17 21:00:00,2,0.37783173094529543
2023-03-17 22:00:00,1,0.3774270506360389
2023-03-17 23:00:00,2,0.3772672712689043
2023-03-18 00:00:00,1,0.3773817249570993
2023-03-18 01:00:00,0,0.37772119484452477
2023-03-18 02:00:00,0,0.378176609237554
2023-03-18 03:00:00,1,0.3786133058507403
2023-03-18 04:00:00,1,0.37891030504082224
2023-03-18 05:00:00,1,0.3789932922382077
2023-03-18 06:00:00,0,0.3788524782560622
2023-03-18 07:00:00,4,0.378541290106352
2023-03-18 08:00:00,1,0.37815746096155534
2023-03-18 09:00:00,4,0.3778129128556871
2023-03-18 10:00:00,1,0.3776015595916495
2023-03-18 11:00:00,1,0.3775741665543918
2023-03-18 12:00:00,1,0.3777268570449803
2023-03-18 13:00:00,5,0.37800562417374406
2023-03-18 14:00:00,0,0.37832458226669624
2023-03-18 15:00:00,1,0.37859199063308546
2023-03-18 16:00:00,3,0.3787362827371558
2023-03-18 17:00:00,1,0.37872481949779313
2023-03-18 18:00:00,4,0.3785705773900694
2023-03-18 19:00:00,1,0.3783256573431011
2023-03-18 20:00:00,1,0.378064256821982
2023-03-18 21:00:00,0,0.37786052911580187
2023-03-18 22:00:00,3,0.3777678437870582
