Actual,Prediction
0,0.04551985534979736
0,0.04143517511303423
0,0.034589409149136725
0,0.028459240093995402
0,0.02424162918337561
0,0.020482547142920395
0,0.015132131532221864
0,0.007972887002378658
0,0.001121483975961353
0,-0.0027766916175733444
0,-0.002851438655318131
0,-0.0006331187103329368
0,0.0014607250699938505
0,0.0021963338143079977
0,0.0021978499286185553
0,0.0028242830190853344
0,0.004665941021179426
0,0.007303091068762032
0,0.010444914411037516
0,0.014953267962267137
0,0.022300056500524842
1,0.032717334464341705
0,0.04390381680623373
0,0.05190045094028875
0,0.053740456366440516
0,0.04964640118947521
0,0.04275943133654206
1,0.03656020031216811
0,0.032249879930343894
0,0.0283788206271929
0,0.022901636388527716
0,0.01560533176306433
0,0.008611027481077244
0,0.004568438326028303
0,0.0043519031460811305
0,0.006434940445037661
0,0.008403567053689201
0,0.009027206468608814
0,0.008932754076607003
0,0.009481497755378106
0,0.011265510770783565
0,0.013866282042097167
0,0.01699364852390986
0,0.02150954261465021
0,0.028885358827738548
0,0.0393520587784343
0,0.05060669393032978
0,0.05868799800103918
0,0.06062645537385196
0,0.056641414373076356
0,0.04987036073275204
0,0.04378989854156921
0,0.03959681843665547
0,0.035836820897181154
0,0.030459668858234076
0,0.023247386216131
0,0.016316057801739926
0,0.012310383481963014
0,0.012099785263235942
0,0.014153039790019455
0,0.016051672716800892
0,0.016560940498902204
0,0.01630396582702559
0,0.01663872422058657
0,0.018154497784815548
0,0.02043056034591606
0,0.02317515792386284
0,0.027249296756165137
0,0.03412414249148959
0,0.044031149101649555
1,0.05466859654992273
0,0.06207718882746223
1,0.06329011852933894
0,0.058530166777851646
0,0.05093895388915165
0,0.043997888255545466
0,0.03890919352191485
1,0.034224582337064824
0,0.027900351424683563
0,0.019725515188267664
0,0.011823534166899932
0,0.006846791817218518
0,0.005672619396631794
0,0.0067778423204303846
0,0.007752085480441777
0,0.007368664148320584
0,0.006258627778830522
0,0.00578765534264122
0,0.006552419307450904
0,0.00813918358524188
0,0.01026270048267914
0,0.013789919905844794
1,0.020197315428263553
0,0.029720946691805843
0,0.04006293801990327
1,0.04726702563010522
0,0.04836858026485443
0,0.04359167461816191
0,0.03607831139744208
0,0.029309359825669623
0,0.024485580864694257
0,0.020156309527803278
0,0.01427456897858178
0,0.006625233461380381
0,-0.000673203917168106
0,-0.004974105494526749
0,-0.0054066062043867345
0,-0.0035010008495454624
0,-0.0016753647483559106
0,-0.0011645819747750606
0,-0.001346214799964867
0,-0.0008635167028342092
0,0.0008710271162740424
0,0.0034343959258184356
0,0.006532030259193541
0,0.011021641407195271
0,0.018370637046485512
0,0.02880628131617706
0,0.04002226808767265
0,0.04805435870145183
0,0.04993048994833446
0,0.045867920672822415
0,0.03900253192073376
0,0.03280982760189402
0,0.028486015211160565
0,0.02457673433389481
0,0.01903220711586595
0,0.011635427333280959
0,0.004503943792655139
0,0.00028439097125607105
0,-0.0001514338973296267
0,0.0016680255321677093
0,0.0033274373111060636
0,0.0035955161579777697
0,0.003099107641099136
0,0.003200119800418847
0,0.00449191895236371
0,0.006557954674208392
0,0.009110678735995647
0,0.013015271019785599
0,0.019746976879913385
0,0.02954117531903711
0,0.04009985783390674
0,0.04746717033369929
0,0.04867942505272366
0,0.043962151975626404
0,0.036459305826840135
0,0.02965417668541899
0,0.02475038482652796
0,0.020300528513517817
0,0.014261259846854927
0,0.006421406157066913
0,-0.0010963065608941558
0,-0.005640774606090391
0,-0.006336482154311516
0,-0.004708938200652331
0,-0.0031713475589562334
0,-0.002953689590782828
0,-0.003428637720415559
0,-0.0032346215631297824
0,-0.0017794150839782717
0,0.0005185139256348552
0,0.003368957421286404
0,0.0076337362578315325
0,0.01478408876231731
0,0.025050797390015537
0,0.03613073252314097
0,0.04406246494268079
0,0.04587635295715482
0,0.04179167272037265
0,0.0349459067564928
0,0.028815737701301594
0,0.02459812679079881
0,0.020839044750154797
0,0.015488629139599091
0,0.008329384609721676
0,0.001477981583288327
0,-0.0024201940102334465
0,-0.0024949410478848043
0,-0.00027662110292372977
0,0.0018172226774321315
0,0.002552831421742476
0,0.0025543475360315614
0,0.0031807806264883727
0,0.0050224386285118786
0,0.007659588676245046
0,0.010801412018422997
0,0.015309765569695249
0,0.02265655410798958
0,0.033073832071818195
0,0.04426031441301923
1,0.052256948547692125
0,0.05409695397379612
0,0.05000289879681159
0,0.04311592894428452
0,0.036916697919459715
1,0.032606377537697954
0,0.028735318234410535
0,0.023258133995901948
0,0.015961829370403767
0,0.008967525088400142
0,0.004924935933381315
0,0.004708400753555789
0,0.0067914380524579255
0,0.00876006466112838
0,0.009383704076044748
0,0.009289251684022004
0,0.009837995362828025
0,0.011622008378142696
0,0.014222779649624559
0,0.017350146131294153
0,0.021866040222074588
0,0.029241856435199977
0,0.03970855638590792
0,0.05096319153770522
0,0.0590444956084406
0,0.06098295298117363
0,0.056997911980380116
0,0.05022685834007484
0,0.04414639614920927
0,0.03995331604406309
0,0.03619331850441947
0,0.030816166465611104
0,0.02360388382390081
0,0.01667255540908148
0,0.012666881089316614
0,0.012456282870622226
0,0.014509537397439935
0,0.016408170324087555
0,0.016917438106350775
0,0.0166604634343668
0,0.016995221827956805
0,0.018510995392166437
0,0.020787057953266595
0,0.023531655531236314
0,0.027605794363515384
0,0.03448064009893774
0,0.04438764670911589
0,0.05502509415736274
0,0.062433686434850436
0,0.06364661613682039
1,0.058886664385168076
0,0.05129545149655823
1,0.044354385862913084
1,0.03926569112930972
